Quarter,Quarter Label,Economy,Economy Label,Index (Average Q1 2023 = 100),Index (Average Q1 2023 = 100) Footnote,Index (Average Q1 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value,Ranking per quarter,Ranking per quarter Footnote,Ranking per quarter Missing value
2023Q04,"Q4 2023",196,"Cyprus",46.87497,,,10.2395,,,-12.8139,,,90,,
2023Q04,"Q4 2023",180,"Dem. Rep. of the Congo",24.07952,,,14.0592,,,0,,,133,,
2023Q04,"Q4 2023",208,"Denmark",88.08353,,,0.1828,,,2.7062,,,58,,
2023Q04,"Q4 2023",262,"Djibouti",87.17673,,,22.8983,,,7.8449,,,59,,
2023Q04,"Q4 2023",212,"Dominica",24.09435,,,0.2878,,,0,,,132,,
2023Q04,"Q4 2023",214,"Dominican Republic",129.36982,,,2.7152,,,0.9142,,,42,,
2023Q04,"Q4 2023",218,"Ecuador",116.12552,,,5.4707,,,2.627,,,44,,
2023Q04,"Q4 2023",818,"Egypt",264.03591,,,19.0192,,,4.0319,,,22,,
2023Q04,"Q4 2023",222,"El Salvador",22.40641,,,0.9448,,,2.9089,,,137,,
2023Q04,"Q4 2023",226,"Equatorial Guinea",33.99349,,,-4.6009,,,0.0393,,,107,,
2023Q04,"Q4 2023",232,"Eritrea",9.10091,,,41.8854,,,6.4274,,,161,,
2023Q04,"Q4 2023",233,"Estonia",35.75653,,,11.6645,,,-4.1315,,,106,,
2023Q04,"Q4 2023",234,"Faroe Islands",19.84738,,,0,,,0,,,140,,
2023Q04,"Q4 2023",242,"Fiji",41.44293,,,2.0443,,,0.4693,,,96,,
2023Q04,"Q4 2023",246,"Finland",67.39816,,,-1.2676,,,-0.0791,,,69,,
2023Q04,"Q4 2023",250,"France",268.89083,,,6.8438,,,0.6587,,,20,,
2023Q04,"Q4 2023",254,"French Guiana",15.45151,,,-6.7185,,,-4.2002,,,151,,
2023Q04,"Q4 2023",258,"French Polynesia",40.35825,,,1.2752,,,0.0235,,,98,,
2023Q04,"Q4 2023",266,"Gabon",35.8818,,,2.0485,,,-0.0361,,,105,,
2023Q04,"Q4 2023",270,"Gambia",12.19064,,,-15.9731,,,0.5351,,,157,,
2023Q04,"Q4 2023",268,"Georgia",26.80317,,,31.8835,,,-10.6262,,,120,,
2023Q04,"Q4 2023",276,"Germany",316.44808,,,-3.2975,,,-0.3296,,,15,,
2023Q04,"Q4 2023",288,"Ghana",102.52481,,,7.4401,,,-1.9187,,,52,,
2023Q04,"Q4 2023",300,"Greece",202.15434,,,8.7706,,,1.8551,,,27,,
2023Q04,"Q4 2023",304,"Greenland",11.63966,,,0,,,0,,,160,,
2023Q04,"Q4 2023",308,"Grenada",22.75091,,,-0.3123,,,0,,,136,,
2023Q04,"Q4 2023",312,"Guadeloupe",39.95458,,,1.3859,,,0.7329,,,99,,
2023Q04,"Q4 2023",316,"Guam",22.80788,,,0,,,0,,,135,,
2023Q04,"Q4 2023",320,"Guatemala",107.15006,,,3.7841,,,1.079,,,48,,
2023Q04,"Q4 2023",831,"Guernsey",4.95561,,,-49.079,,,0,,,175,,
2023Q04,"Q4 2023",324,"Guinea",29.31926,,,25.0864,,,1.6083,,,113,,
2023Q04,"Q4 2023",624,"Guinea-Bissau",16.31881,,,-1.0902,,,-6.6513,,,149,,
2023Q04,"Q4 2023",328,"Guyana",36.69579,,,8.6564,,,16.9877,,,104,,
2023Q04,"Q4 2023",332,"Haiti",31.44539,,,4.1821,,,0.0836,,,110,,
2023Q04,"Q4 2023",340,"Honduras",65.9948,,,10.5182,,,5.4946,,,72,,
2023Q04,"Q4 2023",352,"Iceland",26.93644,,,4.2717,,,0,,,119,,
2023Q04,"Q4 2023",356,"India",337.87113,,,10.0582,,,-0.077,,,14,,
2023Q04,"Q4 2023",360,"Indonesia",225.70282,,,-6.8066,,,-2.2721,,,25,,
2023Q04,"Q4 2023",364,"Iran (Islamic Republic of)",60.49811,,,-0.3719,,,-0.3719,,,78,,
2023Q04,"Q4 2023",368,"Iraq",76.74768,,,12.2515,,,-0.7675,,,64,,
2023Q04,"Q4 2023",372,"Ireland",57.41954,,,-1.6439,,,1.775,,,81,,
2023Q04,"Q4 2023",376,"Israel",136.99241,,,3.5286,,,-10.4627,,,37,,
2023Q04,"Q4 2023",380,"Italy",294.59588,,,6.5953,,,0.8485,,,17,,
2023Q04,"Q4 2023",388,"Jamaica",118.30862,,,5.6545,,,-2.8665,,,43,,
2023Q04,"Q4 2023",392,"Japan",416.18586,,,3.0088,,,0.3238,,,6,,
2023Q04,"Q4 2023",832,"Jersey",4.95561,,,-49.079,,,0,,,175,,
2023Q04,"Q4 2023",400,"Jordan",71.78142,,,4.1993,,,-0.1102,,,66,,
2023Q04,"Q4 2023",404,"Kenya",66.37205,,,12.9675,,,9.4238,,,71,,
2023Q04,"Q4 2023",296,"Kiribati",16.79517,,,4.6494,,,0,,,147,,
2023Q04,"Q4 2023",414,"Kuwait",38.97773,,,15.4461,,,-10.7751,,,101,,
2023Q04,"Q4 2023",428,"Latvia",40.94528,,,25.7793,,,1.9834,,,97,,
2023Q04,"Q4 2023",422,"Lebanon",107.4433,,,18.6891,,,12.1121,,,47,,
2023Q04,"Q4 2023",430,"Liberia",17.34188,,,20.6303,,,2.3867,,,146,,
2023Q04,"Q4 2023",434,"Libya",52.87639,,,0.2185,,,-12.3437,,,85,,
2023Q04,"Q4 2023",440,"Lithuania",60.5787,,,-15.6867,,,-20.6486,,,77,,
2023Q04,"Q4 2023",450,"Madagascar",24.13517,,,-5.6011,,,-0.1609,,,131,,
2023Q04,"Q4 2023",458,"Malaysia",502.04286,,,3.7812,,,0.8681,,,5,,
2023Q04,"Q4 2023",462,"Maldives",19.3212,,,-17.5219,,,0.4024,,,142,,
2023Q04,"Q4 2023",470,"Malta",135.21367,,,20.4721,,,7.4782,,,38,,
2023Q04,"Q4 2023",584,"Marshall Islands",21.56784,,,0.0399,,,0,,,139,,
2023Q04,"Q4 2023",474,"Martinique",39.83406,,,-9.2374,,,0.429,,,100,,
2023Q04,"Q4 2023",478,"Mauritania",26.43081,,,14.5863,,,4.7126,,,121,,
2023Q04,"Q4 2023",480,"Mauritius",67.12045,,,9.1796,,,6.2468,,,70,,
2023Q04,"Q4 2023",175,"Mayotte",16.28261,,,-0.9449,,,2.5762,,,150,,
2023Q04,"Q4 2023",484,"Mexico",185.88717,,,5.531,,,2.5021,,,28,,
2023Q04,"Q4 2023",583,"Micronesia (Federated States of)",14.97297,,,0,,,0,,,153,,
2023Q04,"Q4 2023",499,"Montenegro",14.40955,,,-3.6374,,,-6.6603,,,154,,
2023Q04,"Q4 2023",504,"Morocco",251.15176,,,5.4992,,,0.7072,,,23,,
2023Q04,"Q4 2023",508,"Mozambique",52.63982,,,11.5248,,,4.5504,,,86,,
2023Q04,"Q4 2023",104,"Myanmar",46.42746,,,18.9402,,,-3.0087,,,91,,
2023Q04,"Q4 2023",516,"Namibia",45.47391,,,-4.0963,,,1.787,,,92,,
2023Q04,"Q4 2023",528,"Netherlands (Kingdom of the)",389.69479,,,0.1809,,,-1.3208,,,10,,
2023Q04,"Q4 2023",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023Q04,"Q4 2023",540,"New Caledonia",44.69492,,,8.011,,,0.9688,,,93,,
2023Q04,"Q4 2023",554,"New Zealand",105.60547,,,3.6258,,,-4.8234,,,50,,
2023Q04,"Q4 2023",558,"Nicaragua",28.14166,,,6.6032,,,9.7364,,,117,,
2023Q04,"Q4 2023",566,"Nigeria",84.2224,,,8.1289,,,-1.5999,,,61,,
2023Q04,"Q4 2023",570,"Niue",5.76222,,,0,,,0,,,171,,
2023Q04,"Q4 2023",574,"Norfolk Island",2.50278,,,0,,,0,,,179,,
2023Q04,"Q4 2023",580,"Northern Mariana Islands",15.13914,,,0,,,0,,,152,,
2023Q04,"Q4 2023",578,"Norway",62.49273,,,-6.85,,,-0.6601,,,74,,
2023Q04,"Q4 2023",512,"Oman",150.67811,,,10.0377,,,0.2211,,,34,,
2023Q04,"Q4 2023",586,"Pakistan",148.62853,,,16.841,,,2.3506,,,35,,
2023Q04,"Q4 2023",585,"Palau",6.88055,,,0,,,0,,,169,,
2023Q04,"Q4 2023",591,"Panama",207.87855,,,3.7383,,,2.0066,,,26,,
2023Q04,"Q4 2023",598,"Papua New Guinea",49.3597,,,6.244,,,-0.1326,,,89,,
2023Q04,"Q4 2023",600,"Paraguay",8.75532,,,0,,,0,,,162,,
2023Q04,"Q4 2023",604,"Peru",134.84449,,,13.0927,,,6.6945,,,39,,
2023Q04,"Q4 2023",608,"Philippines",184.71207,,,14.7218,,,1.508,,,30,,
2023Q04,"Q4 2023",616,"Poland",133.24387,,,9.2355,,,7.4589,,,41,,
2023Q04,"Q4 2023",620,"Portugal",183.12067,,,4.486,,,4.297,,,31,,
2023Q04,"Q4 2023",630,"Puerto Rico",51.37975,,,15.4048,,,0.0486,,,87,,
2023Q04,"Q4 2023",634,"Qatar",107.10689,,,11.8369,,,-15.5837,,,49,,
2023Q04,"Q4 2023",410,"Republic of Korea",640.81918,,,7.3975,,,0.9137,,,2,,
2023Q04,"Q4 2023",638,"Reunion",49.52789,,,-6.4758,,,-0.7195,,,88,,
2023Q04,"Q4 2023",642,"Romania",69.96686,,,6.5059,,,-2.4693,,,67,,
2023Q04,"Q4 2023",643,"Russian Federation",163.65475,,,31.4641,,,2.611,,,32,,
2023Q04,"Q4 2023",659,"Saint Kitts and Nevis",8.28277,,,-46.9057,,,0,,,164,,
2023Q04,"Q4 2023",662,"Saint Lucia",26.06573,,,11.1857,,,0.0023,,,124,,
2023Q04,"Q4 2023",666,"Saint Pierre and Miquelon",3.88123,,,,,"No value reported or collected",0,,,178,,
2023Q04,"Q4 2023",670,"Saint Vincent and the Grenadines",19.78575,,,-3.3817,,,0,,,141,,
2023Q04,"Q4 2023",882,"Samoa",30.32683,,,-6.4432,,,-1.2327,,,112,,
2023Q04,"Q4 2023",678,"Sao Tome and Principe",12.33884,,,6.5135,,,0.1084,,,156,,
2023Q04,"Q4 2023",682,"Saudi Arabia",288.56825,,,21.3306,,,2.7907,,,18,,
2023Q04,"Q4 2023",686,"Senegal",56.47381,,,2.344,,,-13.4627,,,82,,
2023Q04,"Q4 2023",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023Q04,"Q4 2023",690,"Seychelles",24.34222,,,-9.1813,,,-0.5143,,,130,,
2023Q04,"Q4 2023",694,"Sierra Leone",23.79738,,,31.5682,,,2.0196,,,134,,
2023Q04,"Q4 2023",702,"Singapore",600.06902,,,3.1617,,,-0.1045,,,3,,
2023Q04,"Q4 2023",534,"Sint Maarten (Dutch part)",31.91433,,,-0.4272,,,0.0019,,,109,,
2023Q04,"Q4 2023",705,"Slovenia",75.58747,,,0.6324,,,3.1969,,,65,,
2023Q04,"Q4 2023",090,"Solomon Islands",31.36688,,,10.4187,,,-0.0147,,,111,,
2023Q04,"Q4 2023",706,"Somalia",37.62184,,,12.9812,,,17.9537,,,102,,
2023Q04,"Q4 2023",710,"South Africa",112.00556,,,8.412,,,-3.8847,,,46,,
2023Q04,"Q4 2023",724,"Spain",411.83808,,,4.4388,,,-1.5114,,,7,,
2023Q04,"Q4 2023",144,"Sri Lanka",241.55065,,,1.6013,,,-0.6149,,,24,,
2023Q04,"Q4 2023",729,"Sudan",24.89736,,,12.5793,,,-6.0642,,,128,,
2023Q04,"Q4 2023",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023Q04,"Q4 2023",740,"Suriname",42.47793,,,6.1891,,,4.4932,,,95,,
2023Q04,"Q4 2023",752,"Sweden",113.44238,,,1.9912,,,1.2927,,,45,,
2023Q04,"Q4 2023",760,"Syrian Arab Republic",25.43561,,,-0.9301,,,-2.1206,,,125,,
2023Q04,"Q4 2023",764,"Thailand",264.67118,,,0.2342,,,-0.9365,,,21,,
2023Q04,"Q4 2023",626,"Timor-Leste",11.91812,,,38.0832,,,0,,,158,,
2023Q04,"Q4 2023",768,"Togo",95.35061,,,4.6798,,,-0.4061,,,57,,
2023Q04,"Q4 2023",776,"Tonga",29.01755,,,6.8384,,,0,,,115,,
2023Q04,"Q4 2023",780,"Trinidad and Tobago",60.27157,,,2.5521,,,1.2176,,,79,,
2023Q04,"Q4 2023",788,"Tunisia",28.69673,,,4.5278,,,0.5508,,,116,,
2023Q04,"Q4 2023",792,"Turkiye",283.80067,,,7.5353,,,-0.6111,,,19,,
2023Q04,"Q4 2023",796,"Turks and Caicos Islands",4.12978,,,0,,,0,,,177,,
2023Q04,"Q4 2023",798,"Tuvalu",5.05057,,,22.013,,,0,,,173,,
2023Q04,"Q4 2023",804,"Ukraine",7.34968,,,,,"No value reported or collected",0,,,168,,
2023Q04,"Q4 2023",784,"United Arab Emirates",307.4309,,,10.0133,,,0.5472,,,16,,
2023Q04,"Q4 2023",826,"United Kingdom",377.80214,,,-2.1288,,,0.67,,,11,,
2023Q04,"Q4 2023",834,"United Republic of Tanzania",59.47894,,,15.5218,,,12.0305,,,80,,
2023Q04,"Q4 2023",840,"United States",504.81951,,,-3.5608,,,-0.4419,,,4,,
2023Q04,"Q4 2023",850,"United States Virgin Islands",18.64923,,,0,,,0,,,143,,
2023Q04,"Q4 2023",858,"Uruguay",97.08361,,,5.5021,,,-1.0841,,,55,,
2023Q04,"Q4 2023",548,"Vanuatu",25.0856,,,7.7253,,,0,,,126,,
2023Q04,"Q4 2023",862,"Venezuela (Bolivarian Rep. of)",32.65809,,,12.9232,,,3.9687,,,108,,
2023Q04,"Q4 2023",704,"Viet Nam",411.15817,,,3.2392,,,-0.4447,,,8,,
2023Q04,"Q4 2023",876,"Wallis and Futuna Islands",5.05057,,,-1.5593,,,0,,,173,,
2023Q04,"Q4 2023",887,"Yemen",21.81063,,,5.1369,,,-3.1047,,,138,,
2024Q01,"Q1 2024",008,"Albania",12.78436,,,6.7803,,,-3.4402,,,155,,
2024Q01,"Q1 2024",012,"Algeria",71.1993,,,14.1999,,,2.0955,,,68,,
2024Q01,"Q1 2024",016,"American Samoa",27.97644,,,-5.9587,,,0.2732,,,119,,
2024Q01,"Q1 2024",024,"Angola",56.47999,,,0.1295,,,0.0931,,,81,,
2024Q01,"Q1 2024",028,"Antigua and Barbuda",26.14224,,,0.0505,,,0.0032,,,127,,
2024Q01,"Q1 2024",032,"Argentina",104.31838,,,5.8803,,,3.3059,,,51,,
2024Q01,"Q1 2024",533,"Aruba",18.85017,,,-3.2778,,,4.0675,,,143,,
2024Q01,"Q1 2024",036,"Australia",144.14386,,,-3.0942,,,-1.9645,,,35,,
2024Q01,"Q1 2024",044,"Bahamas",86.64082,,,9.5185,,,5.9051,,,61,,
2024Q01,"Q1 2024",048,"Bahrain",41.3842,,,7.4649,,,-24.4496,,,97,,
2024Q01,"Q1 2024",050,"Bangladesh",74.44875,,,-8.1132,,,-8.6608,,,66,,
2024Q01,"Q1 2024",052,"Barbados",39.18787,,,8.5843,,,5.8496,,,101,,
2024Q01,"Q1 2024",056,"Belgium",342.42151,,,-1.3477,,,-2.2183,,,13,,
2024Q01,"Q1 2024",084,"Belize",18.54775,,,-0.0449,,,-0.0164,,,145,,
2024Q01,"Q1 2024",204,"Benin",55.89749,,,-19.7633,,,-11.3345,,,82,,
2024Q01,"Q1 2024",060,"Bermuda",7.98443,,,-0.0025,,,-0.0025,,,166,,
2024Q01,"Q1 2024",535,"Bonaire, Sint Eustatius and Saba",6.63834,,,,,"No value reported or collected",-0.0002,,,170,,
2024Q01,"Q1 2024",076,"Brazil",139.20389,,,8.547,,,3.5899,,,37,,
2024Q01,"Q1 2024",092,"British Virgin Islands",8.28277,,,0,,,0,,,163,,
2024Q01,"Q1 2024",096,"Brunei Darussalam",26.1752,,,7.2053,,,4.6101,,,126,,
2024Q01,"Q1 2024",100,"Bulgaria",31.64953,,,14.247,,,8.1518,,,110,,
2024Q01,"Q1 2024",132,"Cabo Verde",11.67951,,,0.1406,,,0.1406,,,159,,
2024Q01,"Q1 2024",116,"Cambodia",47.39277,,,17.4578,,,6.2407,,,90,,
2024Q01,"Q1 2024",120,"Cameroon",66.95785,,,13.0274,,,9.9932,,,72,,
2024Q01,"Q1 2024",124,"Canada",157.49598,,,1.7819,,,-1.575,,,33,,
2024Q01,"Q1 2024",136,"Cayman Islands",8.45799,,,0,,,0,,,162,,
2024Q01,"Q1 2024",152,"Chile",108.77037,,,12.3522,,,4.1971,,,47,,
2024Q01,"Q1 2024",156,"China",1188.13083,,,2.4535,,,-0.3868,,,1,,
2024Q01,"Q1 2024",344,"China, Hong Kong SAR",389.03772,,,-3.5489,,,-0.2637,,,9,,
2024Q01,"Q1 2024",158,"China, Taiwan Province of",343.02487,,,-0.1483,,,0.6788,,,12,,
2024Q01,"Q1 2024",162,"Christmas Island",5.2445,,,-0.0011,,,-0.0011,,,172,,
2024Q01,"Q1 2024",170,"Colombia",188.31637,,,2.8941,,,1.719,,,29,,
2024Q01,"Q1 2024",174,"Comoros",16.51842,,,24.4868,,,0.0046,,,150,,
2024Q01,"Q1 2024",178,"Congo",88.35481,,,8.1335,,,2.5239,,,60,,
2024Q01,"Q1 2024",184,"Cook Islands",8.24386,,,0.3665,,,0.3665,,,165,,
2024Q01,"Q1 2024",188,"Costa Rica",90.44491,,,-4.9121,,,-6.737,,,58,,
2024Q01,"Q1 2024",384,"Cote d'Ivoire",98.96964,,,7.5114,,,1.4875,,,56,,
2024Q01,"Q1 2024",191,"Croatia",61.03701,,,0.0378,,,0.4666,,,76,,
2024Q01,"Q1 2024",192,"Cuba",25.11435,,,-3.7866,,,1.0419,,,132,,
2024Q01,"Q1 2024",531,"Curacao",27.72849,,,2.2718,,,5.545,,,121,,
2024Q01,"Q1 2024",196,"Cyprus",49.23312,,,-5.5643,,,5.0307,,,89,,
2024Q01,"Q1 2024",180,"Dem. Rep. of the Congo",25.82634,,,15.0353,,,7.2544,,,130,,
2024Q01,"Q1 2024",208,"Denmark",88.67231,,,0.1439,,,0.6684,,,59,,
2024Q01,"Q1 2024",262,"Djibouti",85.11027,,,11.0615,,,-2.3704,,,62,,
2024Q01,"Q1 2024",212,"Dominica",24.44472,,,1.4933,,,1.4542,,,133,,
2024Q01,"Q1 2024",214,"Dominican Republic",129.16492,,,0.1232,,,-0.1584,,,40,,
2024Q01,"Q1 2024",218,"Ecuador",118.26291,,,10.1687,,,1.8406,,,43,,
2024Q01,"Q1 2024",818,"Egypt",250.78078,,,9.4363,,,-5.0202,,,24,,
2024Q01,"Q1 2024",222,"El Salvador",25.86614,,,16.4874,,,15.4408,,,129,,
2024Q01,"Q1 2024",226,"Equatorial Guinea",34.00775,,,-1.7993,,,0.042,,,107,,
2024Q01,"Q1 2024",232,"Eritrea",7.58678,,,18.2799,,,-16.6371,,,167,,
2024Q01,"Q1 2024",233,"Estonia",27.88119,,,-24.101,,,-22.0249,,,120,,
2024Q01,"Q1 2024",234,"Faroe Islands",19.50686,,,-1.7293,,,-1.7157,,,142,,
2024Q01,"Q1 2024",242,"Fiji",41.90493,,,4.3836,,,1.1148,,,96,,
2024Q01,"Q1 2024",246,"Finland",65.79443,,,-2.0046,,,-2.3795,,,73,,
2024Q01,"Q1 2024",250,"France",265.38168,,,5.5879,,,-1.305,,,19,,
2024Q01,"Q1 2024",254,"French Guiana",16.8076,,,1.3802,,,8.7764,,,148,,
2024Q01,"Q1 2024",258,"French Polynesia",40.50277,,,1.6379,,,0.3581,,,99,,
2024Q01,"Q1 2024",266,"Gabon",35.30738,,,-1.2728,,,-1.6009,,,105,,
2024Q01,"Q1 2024",270,"Gambia",12.20986,,,-14.9306,,,0.1576,,,157,,
2024Q01,"Q1 2024",268,"Georgia",25.8835,,,-7.9483,,,-3.4312,,,128,,
2024Q01,"Q1 2024",276,"Germany",307.24045,,,-3.81,,,-2.9097,,,15,,
2024Q01,"Q1 2024",288,"Ghana",101.83297,,,3.0784,,,-0.6748,,,53,,
2024Q01,"Q1 2024",300,"Greece",191.61425,,,2.9767,,,-5.2139,,,27,,
2024Q01,"Q1 2024",304,"Greenland",11.64194,,,0.0196,,,0.0196,,,160,,
2024Q01,"Q1 2024",308,"Grenada",23.67862,,,-8.6568,,,4.0777,,,135,,
2024Q01,"Q1 2024",312,"Guadeloupe",40.56382,,,-1.1312,,,1.5248,,,98,,
2024Q01,"Q1 2024",316,"Guam",22.84765,,,0.1744,,,0.1744,,,138,,
2024Q01,"Q1 2024",320,"Guatemala",109.42684,,,4.2475,,,2.1249,,,46,,
2024Q01,"Q1 2024",831,"Guernsey",4.95561,,,0,,,0,,,174,,
2024Q01,"Q1 2024",324,"Guinea",29.15826,,,19.9731,,,-0.5491,,,116,,
2024Q01,"Q1 2024",624,"Guinea-Bissau",15.96103,,,-3.9621,,,-2.1924,,,151,,
2024Q01,"Q1 2024",328,"Guyana",36.49143,,,5.8781,,,-0.5569,,,104,,
2024Q01,"Q1 2024",332,"Haiti",31.45702,,,0.9288,,,0.037,,,111,,
2024Q01,"Q1 2024",340,"Honduras",68.09305,,,13.5522,,,3.1794,,,70,,
2024Q01,"Q1 2024",352,"Iceland",27.63158,,,6.9719,,,2.5807,,,122,,
2024Q01,"Q1 2024",356,"India",337.27936,,,5.564,,,-0.1751,,,14,,
2024Q01,"Q1 2024",360,"Indonesia",228.99647,,,-9.9443,,,1.4593,,,25,,
2024Q01,"Q1 2024",364,"Iran (Islamic Republic of)",59.15791,,,-2.5789,,,-2.2153,,,79,,
2024Q01,"Q1 2024",368,"Iraq",74.37072,,,8.33,,,-3.0971,,,67,,
2024Q01,"Q1 2024",372,"Ireland",57.77892,,,-1.0398,,,0.6259,,,80,,
2024Q01,"Q1 2024",376,"Israel",108.58071,,,-16.1177,,,-20.7396,,,48,,
2024Q01,"Q1 2024",380,"Italy",287.61624,,,2.9404,,,-2.3692,,,17,,
2024Q01,"Q1 2024",388,"Jamaica",122.25543,,,3.4417,,,3.336,,,42,,
2024Q01,"Q1 2024",392,"Japan",421.47899,,,4.466,,,1.2718,,,6,,
2024Q01,"Q1 2024",832,"Jersey",4.95561,,,0,,,0,,,174,,
2024Q01,"Q1 2024",400,"Jordan",63.51927,,,-10.9945,,,-11.5101,,,74,,
2024Q01,"Q1 2024",404,"Kenya",67.46407,,,8.7034,,,1.6453,,,71,,
2024Q01,"Q1 2024",296,"Kiribati",16.64843,,,3.7165,,,-0.8737,,,149,,
2024Q01,"Q1 2024",414,"Kuwait",37.64918,,,6.8537,,,-3.4085,,,103,,
2024Q01,"Q1 2024",428,"Latvia",43.16758,,,11.3951,,,5.4275,,,94,,
2024Q01,"Q1 2024",422,"Lebanon",105.82898,,,12.8883,,,-1.5025,,,50,,
2024Q01,"Q1 2024",430,"Liberia",22.5529,,,45.5716,,,30.0488,,,139,,
2024Q01,"Q1 2024",434,"Libya",51.96254,,,-0.2402,,,-1.7283,,,86,,
2024Q01,"Q1 2024",440,"Lithuania",74.52956,,,8.555,,,23.0293,,,65,,
2024Q01,"Q1 2024",450,"Madagascar",26.25789,,,5.8634,,,8.7951,,,125,,
2024Q01,"Q1 2024",458,"Malaysia",488.16769,,,1.4059,,,-2.7637,,,5,,
2024Q01,"Q1 2024",462,"Maldives",16.94622,,,-27.5289,,,-12.2921,,,147,,
2024Q01,"Q1 2024",470,"Malta",125.92833,,,6.6331,,,-6.8672,,,41,,
2024Q01,"Q1 2024",584,"Marshall Islands",21.6441,,,0.3803,,,0.3536,,,140,,
2024Q01,"Q1 2024",474,"Martinique",40.15927,,,-7.6275,,,0.8164,,,100,,
2024Q01,"Q1 2024",478,"Mauritania",26.4446,,,14.4374,,,0.0522,,,123,,
2024Q01,"Q1 2024",480,"Mauritius",70.68612,,,20.3233,,,5.3123,,,69,,
2024Q01,"Q1 2024",175,"Mayotte",17.57962,,,31.8509,,,7.9656,,,146,,
2024Q01,"Q1 2024",484,"Mexico",190.49614,,,8.6022,,,2.4794,,,28,,
2024Q01,"Q1 2024",583,"Micronesia (Federated States of)",14.99292,,,0.1333,,,0.1333,,,153,,
2024Q01,"Q1 2024",499,"Montenegro",14.86942,,,-1.7042,,,3.1914,,,154,,
2024Q01,"Q1 2024",504,"Morocco",260.21948,,,6.203,,,3.6105,,,20,,
2024Q01,"Q1 2024",508,"Mozambique",52.36644,,,8.0266,,,-0.5193,,,85,,
2024Q01,"Q1 2024",104,"Myanmar",43.45637,,,-1.7502,,,-6.3994,,,92,,
2024Q01,"Q1 2024",516,"Namibia",42.86509,,,-5.8484,,,-5.737,,,95,,
2024Q01,"Q1 2024",528,"Netherlands (Kingdom of the)",378.98475,,,-2.8916,,,-2.7483,,,10,,
2024Q01,"Q1 2024",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2024Q01,"Q1 2024",540,"New Caledonia",44.92815,,,6.5305,,,0.5218,,,91,,
2024Q01,"Q1 2024",554,"New Zealand",104.01187,,,3.5764,,,-1.509,,,52,,
2024Q01,"Q1 2024",558,"Nicaragua",28.9434,,,9.6053,,,2.8489,,,117,,
2024Q01,"Q1 2024",566,"Nigeria",99.91772,,,15.7941,,,18.6356,,,55,,
2024Q01,"Q1 2024",570,"Niue",5.76222,,,0,,,0,,,171,,
2024Q01,"Q1 2024",574,"Norfolk Island",2.50478,,,0.08,,,0.08,,,180,,
2024Q01,"Q1 2024",580,"Northern Mariana Islands",15.13976,,,0.0041,,,0.0041,,,152,,
2024Q01,"Q1 2024",578,"Norway",62.16514,,,-3.5732,,,-0.5242,,,75,,
2024Q01,"Q1 2024",512,"Oman",141.76596,,,1.5758,,,-5.9147,,,36,,
2024Q01,"Q1 2024",586,"Pakistan",150.27466,,,11.4769,,,1.1075,,,34,,
2024Q01,"Q1 2024",585,"Palau",6.8806,,,0.0007,,,0.0007,,,169,,
2024Q01,"Q1 2024",591,"Panama",208.54725,,,5.5464,,,0.3217,,,26,,
2024Q01,"Q1 2024",598,"Papua New Guinea",49.50906,,,4.0316,,,0.3026,,,87,,
2024Q01,"Q1 2024",600,"Paraguay",8.75469,,,-0.0071,,,-0.0071,,,161,,
2024Q01,"Q1 2024",604,"Peru",135.72953,,,14.6578,,,0.6563,,,38,,
2024Q01,"Q1 2024",608,"Philippines",181.03214,,,4.5088,,,-1.9923,,,31,,
2024Q01,"Q1 2024",616,"Poland",131.09602,,,12.8806,,,-1.612,,,39,,
2024Q01,"Q1 2024",620,"Portugal",185.6221,,,6.788,,,1.366,,,30,,
2024Q01,"Q1 2024",630,"Puerto Rico",52.57642,,,7.3217,,,2.3291,,,84,,
2024Q01,"Q1 2024",634,"Qatar",106.30656,,,-2.7449,,,-0.7472,,,49,,
2024Q01,"Q1 2024",410,"Republic of Korea",640.34587,,,5.907,,,-0.0739,,,2,,
2024Q01,"Q1 2024",638,"Reunion",49.38656,,,-3.9046,,,-0.2854,,,88,,
2024Q01,"Q1 2024",642,"Romania",79.71691,,,19.3316,,,13.9352,,,63,,
2024Q01,"Q1 2024",643,"Russian Federation",164.70783,,,32.9177,,,0.6435,,,32,,
2024Q01,"Q1 2024",654,"Saint Helena",3.43697,,,,,"No value reported or collected",,,"No value reported or collected",179,,
2024Q01,"Q1 2024",659,"Saint Kitts and Nevis",8.28277,,,-46.9057,,,0,,,163,,
2024Q01,"Q1 2024",662,"Saint Lucia",28.86056,,,11.5751,,,10.7223,,,118,,
2024Q01,"Q1 2024",666,"Saint Pierre and Miquelon",3.87776,,,,,"No value reported or collected",-0.0894,,,178,,
